SN,Region,Site ID,Site Class,Snag Category,Sub Category,Remarks,Snag Opened By,Snag Severity,Visit Date,Closing Date,Status,SnagFlag,Open Month,Closed Month
24278,AUH,AUH2503,Class C,DC SYSTEM,RECTIFIER MODULE FAULTY,PowerOne rectifier two modules faulty (Replaced),Muhammad Sultan,MINOR,22/04/2025,22/04/2025,Closed,CLOSED_UNIQUE,April-25,April-25
70921,AUH,AUH2503,Class C,MDB,LABELING MISSING,Power DB Danger sticker missing 415V,Muhammad Sultan Safdar Hussain,MINOR,28/10/2025,28/10/2025,Closed,CLOSED_UNIQUE,October-25,October-25
70920,AUH,AUH2503,Class C,SHELTER,SITE ID DAMAGED,SITE ID TAG DAMAGED (FIXED on  Shelter Door),Muhammad Sultan Safdar Hussain,MINOR,28/10/2025,28/10/2025,Closed,CLOSED_UNIQUE,October-25,October-25
24277,AUH,AUH2503,Class C,TI,TI - OTHERS,Microwave ODU and GSM Antenna weatherproffing checked,Muhammad Sultan,MINOR,22/04/2025,22/04/2025,Closed,CLOSED_UNIQUE,April-25,April-25
113351,AUH,AUH2504,Class C,CIVIL,SHELTER SUNSHADE FOUNDATION NEEDS REPAIRING,SUNSHADE BASE has epoxy paint peeling off,Muhammad Sultan Safdar Hussain,MINOR,12/06/2026,,Open,KEEP_OPEN,June-26,
113349,AUH,AUH2504,Class C,DC SYSTEM,CONTROL PANEL DISPLAY FAULTY,DELTA RECTIFIER DRP2000 SERIES POWER SYSTEM DISPLAY FAULTY,Muhammad Sultan Safdar Hussain,MAJOR,12/06/2026,12/06/2026,Closed,CLOSED_UNIQUE,June-26,June-26
113352,AUH,AUH2504,Class C,EXTERNAL ALARMS,LOOPED ALARMS,Delta rectifier alarms found loop(Fixed),Muhammad Sultan Safdar Hussain,MINOR,12/06/2026,12/06/2026,Closed,CLOSED_UNIQUE,June-26,June-26
70910,AUH,AUH2504,Class C,SHELTER,SHELTER - OTHERS,Rectifier Cable entry hole open (Fixed),Muhammad Sultan Safdar Hussain,MINOR,28/10/2025,28/10/2025,Closed,CLOSED_UNIQUE,October-25,October-25
70908,AUH,AUH2504,Class C,SHELTER,SITE ID DAMAGED,SITE ID TAG DAMAGED (FIXED on  Rectifier Door),Muhammad Sultan Safdar Hussain,MINOR,28/10/2025,28/10/2025,Closed,CLOSED_UNIQUE,October-25,October-25
24282,AUH,AUH2504,Class C,TI,TI - OTHERS,Microwave ODU and GSM Antenna weatherproffing damaged,Muhammad Sultan,MINOR,22/04/2025,22/04/2025,Closed,CLOSED_UNIQUE,April-25,April-25
569,AUH,AUH2506,Class C,EXTERNAL ALARMS,NOT WORKING,Alarms not working need laptop suport,Raja Gurusamy,MINOR,12/07/2024,24/09/2025,Closed,CLOSED_UNIQUE,July-24,September-25
62087,AUH,AUH2506,Class C,MDB,MDB - OTHERS,Hazard Sticker used,Raja Gurusamy,MINOR,23/09/2025,23/09/2025,Closed,CLOSED_UNIQUE,September-25,September-25
62086,AUH,AUH2506,Class C,SHELTER,SITE ID DAMAGED,Site id du fixed,Raja Gurusamy,MINOR,23/09/2025,23/09/2025,Closed,CLOSED_UNIQUE,September-25,September-25
70346,AUH,AUH2507,Class C,CIVIL,SHELTER STEP NEEDS REPAIRING,Shelter Step plaster Damage,Ghaias Uddin Babar,MINOR,27/10/2025,,Open,KEEP_OPEN,October-25,
62096,AUH,AUH2507,Class C,SHELTER,SITE ID DAMAGED,Site id replaced,Raja Gurusamy,MINOR,23/09/2025,23/09/2025,Closed,CLOSED_UNIQUE,September-25,September-25
29556,AUH,AUH2508,Class C,CIVIL,SHELTER ROOF REPAIR,sun shade base epoxy paint peeling off,Ghaias Uddin Babar,MINOR,24/05/2025,04/05/2026,Closed,CLOSED_UNIQUE,May-25,May-26
104190,AUH,AUH2508,Class C,CIVIL,SHELTER SUNSHADE FOUNDATION NEEDS REPAIRING,sunshade base foundation epoxy paint peeling off,Mohsinuddin Mohammad,MINOR,04/05/2026,,Open,KEEP_OPEN,May-26,
29559,AUH,AUH2508,Class C,EXTERNAL ALARMS,NOT WORKING,HIgh TEMP alarm not reported in S-RAN ( Temperature sensor working need to configured in vertiv controller / controllernot able to login /),Ghaias Uddin Babar,MINOR,24/05/2025,07/08/2025,Closed,CLOSED_UNIQUE,May-25,August-25
29554,AUH,AUH2508,Class C,MDB,CIRCUIT BREAKER FAULTY,MDB one spare breaker 10A faulty,Ghaias Uddin Babar,MAJOR,24/05/2025,19/08/2025,Closed,CLOSED_UNIQUE,May-25,August-25
29553,AUH,AUH2508,Class C,MDB,MDB - OTHERS,MDB minor rusty (painted),Ghaias Uddin Babar,MINOR,24/05/2025,24/05/2025,Closed,CLOSED_UNIQUE,May-25,May-25
29555,AUH,AUH2508,Class C,SHELTER,EXTERNAL LIGHTING BULB FAULTY,sune shade tube light full set faulty need to replace,Ghaias Uddin Babar,MINOR,24/05/2025,07/08/2025,Closed,CLOSED_UNIQUE,May-25,August-25
29552,AUH,AUH2508,Class C,TI,BTS FILTER DAMAGE/MISSING,AMOD air filter damaged (filter replaced),Ghaias Uddin Babar,MINOR,24/05/2025,24/05/2025,Closed,CLOSED_UNIQUE,May-25,May-25
103075,AUH,AUH2509,Class C,AIR CONDITIONING,AC GAS REFILLING,A/C 1 Refrigerent low(filled),Mohsinuddin Mohammad,MINOR,28/04/2026,28/04/2026,Closed,CLOSED_UNIQUE,April-26,April-26
103074,AUH,AUH2509,Class C,AIR CONDITIONING,INDOOR AC BLOWER MOTOR FAULTY,standby A/C blower motor missing,Mohsinuddin Mohammad,MAJOR,28/04/2026,,Open,KEEP_OPEN,April-26,
54242,AUH,AUH2509,Class C,AWL,AWL BULB FAULTY,AWL Lamp Broken,Ghaias Uddin Babar,MINOR,30/08/2025,15/01/2026,Closed,CLOSED_UNIQUE,August-25,January-26
103071,AUH,AUH2509,Class C,CIVIL,BOUNDARY WALL PAINT WORK,Fence epoxy paint peeling off,Mohsinuddin Mohammad,MINOR,28/04/2026,31/07/2026,Closed,CLOSED_UNIQUE,April-26,July-26
54235,AUH,AUH2509,Class C,CIVIL,CIVIL - OTHERS,"Structure Foundation Anchor bolt washers and caps missing, no greased petro tape on bolts and not  available in all bolts 6 thread pitchs",Ghaias Uddin Babar,MINOR,30/08/2025,21/07/2026,Closed,CLOSED_UNIQUE,August-25,July-26
103068,AUH,AUH2509,Class C,CIVIL,CIVIL - OTHERS,"Structure Foundation Anchor bolt caps missing, no greased petro tape on bolts and not  available in all bolts 6 thread pitchs",Mohsinuddin Mohammad,MINOR,28/04/2026,21/07/2026,Closed,CLOSED_UNIQUE,April-26,July-26
103072,AUH,AUH2509,Class C,CIVIL,MAIN GATE FOUNDATION AND STOPPER NEED REPAIRING,Main Gate stopper damaged,Mohsinuddin Mohammad,MAJOR,28/04/2026,21/07/2026,Closed,CLOSED_UNIQUE,April-26,July-26
103073,AUH,AUH2509,Class C,CIVIL,SHELTER ROOF REPAIR,shelter started off rusty,Mohsinuddin Mohammad,MINOR,28/04/2026,21/07/2026,Closed,CLOSED_UNIQUE,April-26,July-26
54234,AUH,AUH2509,Class C,CIVIL,TOWER STRUCTURE PAINT IS EXFOLIATED,structure foundation epoxy paint peeling off,Ghaias Uddin Babar,MINOR,30/08/2025,28/04/2026,Closed,CLOSED_UNIQUE,August-25,April-26
107863,AUH,AUH2510,Class B,AIR CONDITIONING,AC CONTACTOR FAULTY,A/C 1&2 contactor faulty(replaced),Mohsinuddin Mohammad,MAJOR,18/05/2026,18/05/2026,Closed,CLOSED_UNIQUE,May-26,May-26
54232,AUH,AUH2510,Class B,AIR CONDITIONING,AC LEAKAGE,"AC1,Gas Leakage (COOLINE-3Ton R22)",Ghaias Uddin Babar,MAJOR,30/08/2025,03/09/2025,Closed,CLOSED_UNIQUE,August-25,September-25
131314,AUH,AUH2510,Class B,AWL,AWL CONTROL PANEL FAULTY,AWL Card faulty(TECH-15),Mohsinuddin Mohammad,MAJOR,14/08/2026,24/08/2026,Closed,CLOSED_UNIQUE,August-26,August-26
131312,AUH,AUH2510,Class B,CIVIL,BOUNDARY WALL DAMAGED,Boundary wall epoxy paint peeling off and minor damaged,Mohsinuddin Mohammad,MINOR,14/08/2026,,Open,KEEP_OPEN,August-26,
70579,AUH,AUH2510,Class B,CIVIL,BOUNDARY WALL PAINT WORK,Boundary Wall Paint paint peeling off,Ghaias Uddin Babar,MINOR,28/10/2025,23/02/2026,Closed,CLOSED_UNIQUE,October-25,February-26
95868,AUH,AUH2510,Class B,CIVIL,CIVIL - OTHERS,Outdoor DB Box Rusty Paint,Ghaias Uddin Babar,MINOR,27/02/2026,27/02/2026,Closed,CLOSED_UNIQUE,February-26,February-26
131315,AUH,AUH2510,Class B,CIVIL,GROUND LEVELING,Need 100mm crushed stone inside & outside site boundary,Mohsinuddin Mohammad,MINOR,14/08/2026,,Open,KEEP_OPEN,August-26,
43639,AUH,AUH2510,Class B,CIVIL,MAIN GATE IS RUSTED AND NEEDS REPAINTING,Main gate rusty,Raja Gurusamy,MINOR,22/07/2025,28/10/2025,Closed,CLOSED_UNIQUE,July-25,October-25
131317,AUH,AUH2510,Class B,CIVIL,SHELTER ROOF WATERPROOFING,shelter has water lekage marks inside,Mohsinuddin Mohammad,MAJOR,14/08/2026,,Open,KEEP_OPEN,August-26,
131318,AUH,AUH2510,Class B,CIVIL,SHELTER STEP NEEDS REPAIRING,shelter step epoxy paint peeling off,Mohsinuddin Mohammad,MINOR,14/08/2026,,Open,KEEP_OPEN,August-26,
54228,AUH,AUH2510,Class B,CIVIL,TOWER FOUNDATION PAINT IS EXFOLIATED,Shelter and pole Structure foundation Base paint faded,Ghaias Uddin Babar,MINOR,30/08/2025,25/10/2025,Closed,CLOSED_UNIQUE,August-25,October-25
54230,AUH,AUH2510,Class B,OTHERS,OTHERS,WD40 Spray  used,Ghaias Uddin Babar,MINOR,30/08/2025,30/08/2025,Closed,CLOSED_UNIQUE,August-25,August-25
54231,AUH,AUH2510,Class B,OTHERS,OTHERS,Spray-CRC (Contact Cleaner),Ghaias Uddin Babar,MINOR,30/08/2025,30/08/2025,Closed,CLOSED_UNIQUE,August-25,August-25
43914,AUH,AUH2510,Class B,SHELTER,SITE ID DAMAGED,SITE ID DAMAGED REPLACED,Raja Gurusamy,MINOR,23/07/2025,23/07/2025,Closed,CLOSED_UNIQUE,July-25,July-25
54229,AUH,AUH2510,Class B,TI,TI - OTHERS,2 MSS8 Fan Claen,Ghaias Uddin Babar,MINOR,30/08/2025,30/08/2025,Closed,CLOSED_UNIQUE,August-25,August-25
95867,AUH,AUH2510,Class B,TI,TI - OTHERS,2 MSS8 Fan Claen ,Ghaias Uddin Babar,MINOR,27/02/2026,27/02/2026,Closed,CLOSED_UNIQUE,February-26,February-26
42731,AUH,AUH2511,Class C,CIVIL,CABLE TRAY DAMAGED,Cable tray cover not fixed rto site,Raja Gurusamy,MINOR,18/07/2025,,Open,KEEP_OPEN,July-25,
12542,AUH,AUH2511,Class C,OTHERS,OTHERS,GREESE,Raja Gurusamy,MINOR,28/01/2025,28/01/2025,Closed,CLOSED_UNIQUE,January-25,January-25
12543,AUH,AUH2511,Class C,OTHERS,OTHERS,Spray-Cleaning (Mr. Muscle) USED,Raja Gurusamy,MINOR,28/01/2025,28/01/2025,Closed,CLOSED_UNIQUE,January-25,January-25
42729,AUH,AUH2511,Class C,SHELTER,SITE ID DAMAGED,SITE ID REPLACED,Raja Gurusamy,MINOR,18/07/2025,18/07/2025,Closed,CLOSED_UNIQUE,July-25,July-25
93730,AUH,AUH2511,Class C,TI,TI - OTHERS,weather proffing ok,Ghaias Uddin Babar,MINOR,17/02/2026,17/02/2026,Closed,CLOSED_UNIQUE,February-26,February-26
93726,AUH,AUH2512,Class C,CIVIL,SHELTER ROOF REPAIR,Shelter outside Rusty ,Ghaias Uddin Babar,MINOR,17/02/2026,,Open,KEEP_OPEN,February-26,
48736,AUH,AUH2512,Class C,FIRE SYSTEMS,FIRE ALARM BATTERY FAULTY,Gent FACP Battery faulty (required - 12V 2.3AH 2PC  (not replace due to out of stock in wh),Girish Dongra Kotharkar,MINOR,12/08/2025,17/02/2026,Closed,CLOSED_UNIQUE,August-25,February-26
48737,AUH,AUH2512,Class C,SHELTER,SITE ID DAMAGED,Site ID Tag damaged  (Replaced),Girish Dongra Kotharkar,MINOR,12/08/2025,12/08/2025,Closed,CLOSED_UNIQUE,August-25,August-25
48738,AUH,AUH2512,Class C,TI,TI - OTHERS,GSM Antenna weatherproffing done,Girish Dongra Kotharkar,MINOR,12/08/2025,12/08/2025,Closed,CLOSED_UNIQUE,August-25,August-25
93727,AUH,AUH2512,Class C,TI,TI - OTHERS,weather proffing ok,Ghaias Uddin Babar,MINOR,17/02/2026,17/02/2026,Closed,CLOSED_UNIQUE,February-26,February-26
122390,AUH,AUH2513,Class C,AWL,AWL BULB FAULTY,AWL Standby Lamp Faulty,Prabat Kumat,MINOR,14/07/2026,,Open,KEEP_OPEN,July-26,
122391,AUH,AUH2513,Class C,CIVIL,GROUND LEVELING,Earth pits Paint & Plaster Damaged,Prabat Kumat,MINOR,14/07/2026,,Open,KEEP_OPEN,July-26,
122393,AUH,AUH2513,Class C,EXTERNAL ALARMS,NOT WORKING,AWL Alarm Not Working,Prabat Kumat,MINOR,14/07/2026,,Open,KEEP_OPEN,July-26,
122385,AUH,AUH2513,Class C,FIRE SYSTEMS,FIRE ALARM BATTERY FAULTY,Gent Fire Panel Batteries Faulty,Prabat Kumat,MINOR,14/07/2026,14/07/2026,Closed,CLOSED_UNIQUE,July-26,July-26
122384,AUH,AUH2513,Class C,FIRE SYSTEMS,FIRE SYSTEMS - OTHERS,Safety Seal Used On Fire Extinguisher,Prabat Kumat,MINOR,14/07/2026,14/07/2026,Closed,CLOSED_UNIQUE,July-26,July-26
122389,AUH,AUH2513,Class C,MDB,MDB - OTHERS,Hazard Sticker Damaged on MDB,Prabat Kumat,MINOR,14/07/2026,14/07/2026,Closed,CLOSED_UNIQUE,July-26,July-26
122386,AUH,AUH2513,Class C,SHELTER,SHELTER - OTHERS,Feeder inlet is secure Roxtec Not Closed,Prabat Kumat,MINOR,14/07/2026,14/07/2026,Closed,CLOSED_UNIQUE,July-26,July-26
122392,AUH,AUH2513,Class C,SHELTER,SITE ID DAMAGED, General warning  signs DU Sticker Damaged on VERTIV Rectfier,Prabat Kumat,MINOR,14/07/2026,14/07/2026,Closed,CLOSED_UNIQUE,July-26,July-26
121825,AUH,AUH2514,Class C,BATTERY,TEMPERATURE SENSOR,vertiv Rectifier Battery Temperature Sensor cable missing ( not Available W/H) ,Ghaias Uddin Babar,MAJOR,13/07/2026,,Open,KEEP_OPEN,July-26,
54804,AUH,AUH2514,Class C,MDB,MDB - OTHERS,Hazard sticker,Raja Gurusamy,MINOR,01/09/2025,01/09/2025,Closed,CLOSED_UNIQUE,September-25,September-25
131427,AUH,AUH2517,Class C,MDB,MDB - OTHERS,MDB Hazard Sticker Damaged on MDB,Prabat Kumat,MINOR,30/07/2026,30/07/2026,Closed,CLOSED_UNIQUE,July-26,July-26
30588,AUH,AUH2518,Class C,BATTERY,TEMPERATURE SENSOR,VERTIV Battery sensor Cable missing,Prabat Kumat,MINOR,28/05/2025,01/11/2025,Closed,CLOSED_UNIQUE,May-25,November-25
30586,AUH,AUH2518,Class C,OTHERS,HAZARDS,Honey Beens Swarm outside of AMOD,Prabat Kumat,MINOR,28/05/2025,01/11/2025,Closed,CLOSED_UNIQUE,May-25,November-25
11965,AUH,AUH2518,Class C,OTHERS,PLANTATION,Site total coverd tree,Raja Gurusamy,MINOR,24/01/2025,22/07/2025,Closed,CLOSED_UNIQUE,January-25,July-25
50423,AUH,AUH2519,Class C,CIVIL,GENSET CANOPY NEEDS REPAIRING,Genset door damage,Raja Gurusamy,MINOR,16/08/2025,,Open,KEEP_OPEN,August-25,
50424,AUH,AUH2519,Class C,MDB,MDB - OTHERS,Hazard sticker,Raja Gurusamy,MINOR,16/08/2025,16/08/2025,Closed,CLOSED_UNIQUE,August-25,August-25
13134,AUH,AUH2519,Class C,SHELTER,SITE ID DAMAGED,DU Sticker,Raja Gurusamy,MINOR,31/01/2025,31/01/2025,Closed,CLOSED_UNIQUE,January-25,January-25
81424,AUH,AUH2520,Class C,EXTERNAL ALARMS,NOT WORKING,Temp/ Fan fault alarm not working FCUP Card Faulty,Prabat Kumat,MINOR,12/12/2025,,Open,KEEP_OPEN,December-25,
38349,AUH,AUH2520,Class C,MDB,MDB - OTHERS,meter DB & MDB cabinet rusty (painted),Ghaias Uddin Babar,MINOR,04/07/2025,04/07/2025,Closed,CLOSED_UNIQUE,July-25,July-25
38348,AUH,AUH2520,Class C,SHELTER,INTERNAL LIGHTING BULB FAULTY,sun shade tube light LED bulbs faulty,Ghaias Uddin Babar,MINOR,04/07/2025,28/11/2025,Closed,CLOSED_UNIQUE,July-25,November-25
10727,AUH,AUH2520,Class C,TI,TI - OTHERS,weatherproofing checked on antennas,Mohsinuddin Mohammad,MINOR,16/01/2025,16/01/2025,Closed,CLOSED_UNIQUE,January-25,January-25
99431,AUH,AUH2521,Class C,BATTERY,TEMPERATURE SENSOR,Battery temperature sensor not working,Mohsinuddin Mohammad,MAJOR,11/04/2026,,Open,KEEP_OPEN,April-26,
50164,AUH,AUH2523,Class C,BATTERY,TEMPERATURE SENSOR,Battery Sensor cable faulty,Ghaias Uddin Babar,MAJOR,16/08/2025,17/02/2026,Closed,CLOSED_UNIQUE,August-25,February-26
50165,AUH,AUH2523,Class C,EXTERNAL ALARMS,NOT WORKING,Rectifier Cabinet Sensor cable missing,Ghaias Uddin Babar,MINOR,16/08/2025,17/02/2026,Closed,CLOSED_UNIQUE,August-25,February-26
9432,AUH,AUH2523,Class C,OTHERS,OTHERS,site coverd in pigeon waste,Mohsinuddin Mohammad,MINOR,07/01/2025,16/08/2025,Closed,CLOSED_UNIQUE,January-25,August-25
40293,AUH,AUH2523,Class C,OTHERS,OTHERS,THE SITE IS DIRTY (CLEANED AS POSSIPLE),Ghaias Uddin Babar,MINOR,10/07/2025,10/07/2025,Closed,CLOSED_UNIQUE,July-25,July-25
104860,AUH,AUH2523,Class C,SHELTER,SITE ID DAMAGED,siteID tag damaged(fixed),Mohsinuddin Mohammad,MINOR,17/02/2026,17/02/2026,Closed,CLOSED_UNIQUE,February-26,February-26
9433,AUH,AUH2523,Class C,TI,TI - OTHERS,weatherproofing checked on antennas,Mohsinuddin Mohammad,MINOR,07/01/2025,07/01/2025,Closed,CLOSED_UNIQUE,January-25,January-25
115796,AUH,AUH2524,Class B,BATTERY,TEMPERATURE SENSOR,VERTV TEMPERATURE SENSOR SHIFTED FROM SYESTEM 1 TO IB2T1 AND CONFIGURED ,Basit Khan,MAJOR,23/06/2026,23/06/2026,Closed,CLOSED_UNIQUE,June-26,June-26
21369,AUH,AUH2524,Class B,TI,TI - OTHERS,GSM Antenna weatherproffing checked done and Microwave ODU weatherproffing checked done,Girish Dongra Kotharkar,MINOR,02/04/2025,02/04/2025,Closed,CLOSED_UNIQUE,April-25,April-25
123924,AUH,AUH2525,Class C,BATTERY,TEMPERATURE SENSOR,VERTIV BATTERY TEMPERATURE SENSOR SHIFTED FROM SYESTEM 1 TO IB2 T1 AND CONFIGURED,Basit Khan,MAJOR,20/07/2026,20/07/2026,Closed,CLOSED_UNIQUE,July-26,July-26
79186,AUH,AUH2525,Class C,EXTERNAL ALARMS,NOT WORKING,VERTIV Battery Amb. Temp. Alarm Not Working,Prabat Kumat,MINOR,04/12/2025,04/12/2025,Closed,CLOSED_UNIQUE,December-25,December-25
28748,AUH,AUH2525,Class C,TI,BTS FILTER DAMAGE/MISSING,AMOD air filter damaged (filter replaced),Ghaias Uddin Babar,MINOR,21/05/2025,21/05/2025,Closed,CLOSED_UNIQUE,May-25,May-25
134021,AUH,AUH2526,Class C,BATTERY,TEMPERATURE SENSOR,Battery sesor alarms not configer Cable also missing ,Raja Gurusamy,MAJOR,22/08/2026,,Open,KEEP_OPEN,August-26,
134022,AUH,AUH2526,Class C,CIVIL,GENSET CANOPY NEEDS REPAIRING,Genset dusty ,Raja Gurusamy,MINOR,22/08/2026,,Open,KEEP_OPEN,August-26,
134023,AUH,AUH2526,Class C,EXTERNAL ALARMS,LOOPED ALARMS,All alalrms loop test onely due to battery faulty ,Raja Gurusamy,MINOR,22/08/2026,,Open,KEEP_OPEN,August-26,
81433,AUH,AUH2526,Class C,MDB,MDB - OTHERS,Hazard Sticker,Raja Gurusamy,MINOR,09/12/2025,09/12/2025,Closed,CLOSED_UNIQUE,December-25,December-25
134020,AUH,AUH2526,Class C,OTHERS,OTHERS,Spray-Cleaning (Mr. Muscle),Raja Gurusamy,MINOR,22/08/2026,22/08/2026,Closed,CLOSED_UNIQUE,August-26,August-26
45146,AUH,AUH2526,Class C,SHELTER,SITE ID DAMAGED,SITE ID REPLACED,Raja Gurusamy,MINOR,28/07/2025,28/07/2025,Closed,CLOSED_UNIQUE,July-25,July-25
117903,AUH,AUH2527,Class C,BATTERY,TEMPERATURE SENSOR,Vertiv R48-2000e3 Rectifier (Outdoor)-Battery temperature sensor probe has been installed inside( Note- now is working system-1 sensor. new item was not installed because it is out of stock in the WH),Girish Dongra Kotharkar,MAJOR,30/06/2026,,Open,KEEP_OPEN,June-26,
28702,AUH,AUH2527,Class C,CIVIL,BOUNDARY WALL PAINT WORK,fences Base Paint pelling off,Prabat Kumat,MINOR,20/05/2025,25/10/2025,Closed,CLOSED_UNIQUE,May-25,October-25
28703,AUH,AUH2527,Class C,CIVIL,GROUND LEVELING,Ground label Need to fill by Concrete,Prabat Kumat,MINOR,20/05/2025,25/10/2025,Closed,CLOSED_UNIQUE,May-25,October-25
28707,AUH,AUH2527,Class C,EXTERNAL ALARMS,NOT WORKING,Rectfier Amb. Temp. Alarm not Configerd,Prabat Kumat,MINOR,20/05/2025,20/05/2025,Closed,CLOSED_UNIQUE,May-25,May-25
28701,AUH,AUH2527,Class C,FIRE SYSTEMS,FIRE EXTINGUISHER EXPIRED,One FE Sticker Used,Prabat Kumat,MINOR,20/05/2025,20/05/2025,Closed,CLOSED_UNIQUE,May-25,May-25
117906,AUH,AUH2527,Class C,MDB,LABELING MISSING,DB Hazard Sticker damaged (Replaced),Girish Dongra Kotharkar,MINOR,30/06/2026,30/06/2026,Closed,CLOSED_UNIQUE,June-26,June-26
117905,AUH,AUH2527,Class C,OTHERS,PLANTATION,Lots of long grass is on the site (need to be been removed) note-grass cutter required,Girish Dongra Kotharkar,MINOR,30/06/2026,,Open,KEEP_OPEN,June-26,
70088,AUH,AUH2527,Class C,TI,TI - OTHERS,GSM Antenna  weatherproffing checked done,Girish Dongra Kotharkar,MINOR,25/10/2025,25/10/2025,Closed,CLOSED_UNIQUE,October-25,October-25
74886,AUH,AUH2529,Class C,BATTERY,TEMPERATURE SENSOR,vertiv Battery Temperature sensor not working,Mohsinuddin Mohammad,MAJOR,15/11/2025,,Open,KEEP_OPEN,November-25,
106368,AUH,AUH2530,Class C,BATTERY,TEMPERATURE SENSOR,VERTIV TEMPERATURE SENSOR INSTALLED ON IB2T1 AND CONFIGURED,Basit Khan,MAJOR,13/05/2026,13/05/2026,Closed,CLOSED_UNIQUE,May-26,May-26
61834,AUH,AUH2530,Class C,TI,TI - OTHERS,OUTDOOR RF CONNECTORS WEATHERPROFING AND TAPE INSULATION DAMAGED,Basit Khan,MINOR,25/09/2025,25/09/2025,Closed,CLOSED_UNIQUE,September-25,September-25
118680,AUH,AUH2531,Class C,BATTERY,BATTERY FAULTY,RECTIFIER BATTERY ALL STRINGS   FAULTY ,Muhammad Sultan Safdar Hussain,MINOR,02/07/2026,02/07/2026,Closed,CLOSED_UNIQUE,July-26,July-26
118681,AUH,AUH2531,Class C,BATTERY,TEMPERATURE SENSOR,Outdoor Vertiv 3000e3 rectifier temperature sensor faulty(CLOSED),Muhammad Sultan Safdar Hussain,MAJOR,02/07/2026,02/07/2026,Closed,CLOSED_UNIQUE,July-26,July-26
61151,AUH,AUH2531,Class C,MDB,LABELING MISSING,Power DB Danger sticker missing 415V,Muhammad Sultan Safdar Hussain,MINOR,23/09/2025,23/09/2025,Closed,CLOSED_UNIQUE,September-25,September-25
61153,AUH,AUH2531,Class C,SHELTER,SHELTER - OTHERS,Rectifier Cable entry hole open (Fixed),Muhammad Sultan Safdar Hussain,MINOR,23/09/2025,23/09/2025,Closed,CLOSED_UNIQUE,September-25,September-25
61152,AUH,AUH2531,Class C,TI,TI - OTHERS,Microwave ODU and GSM Antenna weatherproffing Checked,Muhammad Sultan Safdar Hussain,MINOR,23/09/2025,23/09/2025,Closed,CLOSED_UNIQUE,September-25,September-25
17324,AUH,AUH2533,Class C,AIR CONDITIONING,AC GAS REFILLING,Low level of compressor gas (refill 600g 407 gas),Mohsinuddin Mohammad,MINOR,04/03/2025,04/03/2025,Closed,CLOSED_UNIQUE,March-25,March-25
17322,AUH,AUH2533,Class C,CIVIL,BOUNDARY WALL DAMAGED,Boundary wall paint distorted by graphics& paint peeling off,Mohsinuddin Mohammad,MINOR,04/03/2025,23/08/2025,Closed,CLOSED_UNIQUE,March-25,August-25
107047,AUH,AUH2533,Class C,CIVIL,BOUNDARY WALL PAINT WORK,writing in boundary walls,Ghaias Uddin Babar,MINOR,15/05/2026,03/06/2026,Closed,CLOSED_UNIQUE,May-26,June-26
107048,AUH,AUH2533,Class C,CIVIL,TOWER FOUNDATION PAINT IS EXFOLIATED,Tower Foundation Paint  peeling off,Ghaias Uddin Babar,MINOR,15/05/2026,,Open,KEEP_OPEN,May-26,
17325,AUH,AUH2533,Class C,EXTERNAL ALARMS,NOT WORKING,Rectifier module fail alarm not reported due to alarm not configured in VERTIV controller,Mohsinuddin Mohammad,MINOR,04/03/2025,04/03/2025,Closed,CLOSED_UNIQUE,March-25,March-25
17321,AUH,AUH2533,Class C,FIRE SYSTEMS,FIRE ALARM BATTERY FAULTY,Fire system /GENT/ have power alarm due to batteries 2.3Ah 12V faulty(2PCS),Mohsinuddin Mohammad,MINOR,04/03/2025,29/05/2025,Closed,CLOSED_UNIQUE,March-25,May-25
56264,AUH,AUH2533,Class C,POWER METER,POWER METER CABLES ARE DAMANGED,Main incomer cable damage need to addc suport,Ghaias Uddin Babar,MINOR,08/09/2025,25/10/2025,Closed,CLOSED_UNIQUE,September-25,October-25
107049,AUH,AUH2533,Class C,SHELTER,SITE ID DAMAGED,"2,Site ID Fix in Main Gate and Shelter door ",Ghaias Uddin Babar,MINOR,15/05/2026,15/05/2026,Closed,CLOSED_UNIQUE,May-26,May-26
56265,AUH,AUH2533,Class C,TI,TI - OTHERS,"3,RTN and 1MSS8 Fan Clane",Ghaias Uddin Babar,MINOR,08/09/2025,08/09/2025,Closed,CLOSED_UNIQUE,September-25,September-25
107050,AUH,AUH2533,Class C,TI,TI - OTHERS,"3,RTN and 1MSS8 Fan Clean",Ghaias Uddin Babar,MINOR,15/05/2026,15/05/2026,Closed,CLOSED_UNIQUE,May-26,May-26
107051,AUH,AUH2533,Class C,TI,TI - OTHERS,weaher proofing ok,Ghaias Uddin Babar,MINOR,15/05/2026,15/05/2026,Closed,CLOSED_UNIQUE,May-26,May-26
15410,AUH,AUH2534,Class C,CIVIL,SHELTER ROOF REPAIR,shelter full rusty,Ghaias Uddin Babar,MINOR,18/02/2025,25/08/2025,Closed,CLOSED_UNIQUE,February-25,August-25
135806,AUH,AUH2535,Class C,AIR CONDITIONING,AC LEAKAGE,A/C 2 has lekage from pin valve and suction(COOLINE 3T),Mohsinuddin Mohammad,MAJOR,29/08/2026,,Open,KEEP_OPEN,August-26,
